0,1,2900
1,1,6500
2,1,30500
3,1,3300
4,1,15500
5,1,2300
6,1,6500
7,1,500
8,1,1700
9,1,20500
10,1,1700
11,1,2900
12,1,900
13,1,500
14,1,5000
15,1,1100
16,1,4500
17,1,4750
18,1,4500
19,1,5800
20,1,1700
21,1,7500
22,1,5800
23,1,17500
24,1,3000
25,1,1900
26,1,3000
27,1,1000
28,1,500
29,1,800
30,1,500
31,1,1600
32,1,6300
33,1,1700
34,1,3700
35,1,4600
36,1,3500
37,1,15500
38,1,1300
39,1,3500
40,1,2100
41,1,1500
42,1,1000
43,1,1900
44,1,3700
45,1,8100
46,1,33400
47,1,4500
48,1,1900
49,1,3600
50,1,900
51,1,10000
52,1,2100
53,1,5600
54,1,500
55,1,5000
56,1,2900
57,1,500000
58,1,1300
59,1,1300
60,1,1700
61,1,6200
62,1,500
63,1,10500
64,1,1500
65,1,1100
66,1,3300
67,1,1500
68,1,1500
69,1,5800
70,1,1300
71,1,500
72,1,9700
73,1,5000
74,1,1700
75,1,650
76,1,2650
77,1,4200
78,1,800
79,1,4900
80,1,1100
81,1,2000
82,1,3000
83,1,2300
84,1,15500
85,1,41500
86,1,900
87,1,500
88,1,10100
89,1,500
90,1,500
91,1,1300
92,1,5400
93,1,1300
94,1,7900
95,1,16500
96,1,500
97,1,5500
98,1,15500
99,1,10500
