0,64097884,390
1,18697699120,0
2,5266383011,1620
3,18697699120,0
4,18697699120,0
5,18697699120,0
6,18697699120,0
7,18697699120,0
8,11075581906,48
9,1011035398,316
10,18697699120,0
11,248495355,230
12,327356581,190
13,2239262461,20
14,2099699029,80
15,18697699120,0
16,18697699120,0
17,9268848051,1366
18,18697699120,0
19,709206721,1040
20,61639698,520
21,2138181990,45
22,3349577210,16
23,76993800,240
24,2368853005,60
25,1320442316,30
26,2138181990,45
27,39350610531,96
28,18697699120,0
29,18697699120,0
30,18697699120,0
31,2368853005,60
32,18697699120,0
33,18697699120,0
34,3575115883,65
35,33545634,260
36,2368853005,60
37,1320442316,30
38,18697699120,0
39,18697699120,0
40,18697699120,0
41,2239262461,20
42,102525825,900
43,987372507,40
44,98150230,960
45,18697699120,0
46,4728893788,120
47,7446992944,8
48,45497266,150
49,18697699120,0
50,987372507,40
51,18697699120,0
52,18697699120,0
53,30594315,130
54,112198587,180
55,9466658731,1095
56,892171079,365
57,5818157351,50
58,552194353,15
59,18697699120,0
60,18697699120,0
61,309316373,420
62,987372507,40
63,98150230,960
64,33545634,260
65,18697699120,0
66,23099484721,1056
67,18697699120,0
68,4728893788,120
69,18697699120,0
70,18697699120,0
71,5063830473,85
72,109464946,600
73,2411747667,138
74,18697699120,0
75,30594315,130
76,3349577210,16
77,30594315,130
78,18697699120,0
79,233527889,340
80,4728893788,120
81,18697699120,0
82,382564117,1170
83,2099699029,80
84,262209041,210
85,18697699120,0
86,3485199068,1360
87,94638710,200
88,2138181990,45
89,244966877,275
90,265014297,175
91,27737396574,110
92,81096580,480
93,18697699120,0
94,39350610531,96
95,18697699120,0
96,76993800,240
97,1345797008,350
98,987372507,40
99,18697699120,0
100,18697699120,0
101,631241388,490
102,18697699120,0
103,18697699120,0
104,1320442316,30
105,1320442316,30
106,3349577210,16
107,18697699120,0
108,18697699120,0
109,434981277,125
110,112198587,180
111,18697699120,0
112,18697699120,0
113,18697699120,0
114,552194353,15
115,987372507,40
116,11579305544,115
117,18697699120,0
118,1320442316,30
119,48779679,160
120,2138181990,45
121,18697699120,0
122,18697699120,0
123,18697699120,0
124,3094474504,1060
125,112198587,180
126,18697699120,0
