0,7147673315,62284
1,1359786807,233599
2,1775203372,209360
3,1677676654,154188
4,5449955298,98309
5,1764689807,113828
6,882355793,195795
7,5981751295,34115
8,1683913788,76299
9,1428077505,124448
10,2852683478,74140
11,1433553354,202227
12,2145164436,59715
13,1838807803,70532
14,29295684,667861
15,1536410720,88885
16,807180431,153535
17,7196113126,36360
18,1373325335,232576
19,180078508,377350
20,1665277833,99395
21,209748335,365372
22,3318824673,111315
23,1956387246,150663
24,1476679720,124148
25,2034584375,147557
26,3478030990,132911
27,459864368,162150
28,3820498772,113294
29,4886813915,74436
30,18686971979,20150
31,4765854430,50220
32,1256464889,245642
33,599875869,285647
34,3048894557,66878
35,651063037,127680
36,3828474846,103042
37,6696903707,74362
38,391369599,293725
39,1874050779,49205
40,3302107102,127810
41,2463333497,146780
42,9544625249,22060
43,1129943078,112942
44,4074191959,97136
45,1351785600,157702
46,3341925575,143832
47,3248353943,126539
48,2842851371,39520
49,2881500727,98689
50,5984228418,85710
51,4959170971,82884
52,102292415,370352
53,4407714572,40945
54,1543983445,87755
55,1488871519,49585
56,9636282404,27048
57,1505818561,130636
58,885252530,236523
59,3255652436,128245
60,225719519,358442
61,649162109,242050
62,2083546405,116405
63,5569289666,84299
64,849867239,154288
65,540641464,285250
66,855727743,176230
67,1264494992,185128
68,1075246544,181632
69,1074642795,224055
70,1034610927,129350
71,5088344727,49902
72,3663519672,46139
73,2413778034,86575
74,894578800,263451
75,908336274,190949
76,240622455,384314
77,4049297727,64261
78,1491609346,164880
79,3365924112,57503
80,1557745910,170735
81,3940113732,70398
82,391448571,320950
83,37604686,572679
84,1166625070,211959
85,1763597032,87012
86,1596929374,78152
87,241315672,360195
88,1267588705,240792
89,8855357334,29807
90,5028317916,58182
91,699281782,304300
92,461087894,274171
93,8733584285,23882
94,401466261,303374
95,3035890159,123269
96,2130890066,142901
97,2265271768,80280
98,200445710,353692
99,526222896,290130
100,37629903,593609
101,3772274191,61557
102,961325693,94820
103,1677400218,100791
104,393021177,327128
105,2732753868,107386
106,15342422813,17434
107,2721588577,99310
108,3699613422,120735
109,2400170149,36042
110,3714785594,72380
111,147907866,446423
112,1344636910758,7281
113,4324310013,54330
114,7859645695,21737
115,1975464487,68835
116,3040358587,54325
117,2719593141,121404
118,1888524339,56530
119,1721025797,211791
120,6383561241,57598
121,976683160,201990
122,1158441533,207801
123,1530045663,207050
124,732054555,1000000
125,718647056,274460
126,6568128275,57058
127,1467543983,216594
128,5173202122,43821
129,663380757,249936
130,1147960275,220785
131,2455231307,104246
132,45471727,802625
133,4386639463,106180
134,245907328,344139
135,2277053502,119412
136,13418512825,20482
137,34822435,553970
138,4419213502,40520
139,5514585273,81382
140,3940898016,51187
141,741826486,231969
142,27657725,675684
143,1195089477,126362
144,926844435,268369
145,2852856416,162241
146,5163120671,99696
147,2291391322,165060
148,4372021548,53284
149,1496686516,157239
150,581192728,289320
151,42090681,679813
152,2245925867,136382
153,4548305489,77637
154,65412336,538296
155,556634268,250961
156,752242086,153495
157,210047616,358600
158,454633000,333596
159,4538779939,61639
160,96068123,490231
161,2709018776,96543
162,1089254126,132290
163,1459133890,189159
164,6543176816,25460
165,5475466173,42261
166,883353279,200955
167,1224867248,213910
168,329340891,250646
169,2270083215,164340
170,2957789931,119151
171,7110418200,67107
172,5294046038,93716
173,1097947418,185907
174,581058343,183865
175,3174690923,74846
176,667173687,246329
177,414207336,313285
178,1250761768,119360
179,8002450409,37500
180,775035653,284568
181,2537909473,128955
182,308818041,245490
183,2009873284,155166
184,736170398,271119
185,2149908063,187807
186,254753892,347676
187,1482549458,165521
188,732054555,1000000
189,2196213540,169541
190,249566543,344115
191,2827546508,119629
192,1882069973,102200
193,976745758,206570
194,5314459797,72814
195,84662816,505139
196,955050025,110010
197,89535285,496999
198,1875078236,185445
199,8475185865,26205
200,3212511363,30027
201,987318429,205413
202,1454036042,162239
203,579439882,301395
204,1444106159,193286
205,1154105572,101733
206,1248486823,207711
207,1614106708,182105
208,3598612961,116894
209,7683010195,55408
210,51983674,614013
211,653122173,236848
212,3369086648,122660
213,2789271276,126381
214,4917577942,91805
215,1327752561,165010
216,1346069791,202560
217,1649602397,184675
218,730436390,297040
219,750015521,296863
220,2703178835,111698
221,1925523161,130586
222,4548942327,111155
223,3560168722,128610
224,3760614008,82435
225,1335670053,150816
226,1561487211,194938
227,3429690073,102278
228,292325838,277450
229,865866953,284715
230,2165307404,183080
231,732054555,1000000
232,2037431838,159036
233,504137007,258718
234,3742429725,86807
235,328044462,257245
236,820472994,230795
237,3200473322,133368
238,2238068278,114875
239,1378974923,180864
240,322954125,280801
241,710088476,242585
242,1487890845,226299
243,2439325099,179431
244,1606441038,218822
245,966624840,150545
246,58402453,528348
247,342587471,328565
248,5529130260,34320
249,56921721,492774
250,1127395388,118365
251,1609003292,180759
252,493350233,240361
253,5664749903,69830
254,8721950507,27377
255,6665519313,60374
256,308319451,321665
257,6730214813,58469
258,2820074756,38320
259,1691824478,96920
260,660782131,269322
261,1158478390,251560
262,3464180399,93612
263,372104383,357085
264,1489900943,129295
265,3713355598,98254
266,4800869875,28135
267,4345798351,72014
268,1478052979,49965
269,204395578,288446
270,3036228146,101586
271,91155014,403180
272,995139598,227451
273,1419500742,71900
274,107048867,413975
275,1261133011,248252
276,2166169284,113728
277,913243263,264821
278,665677899,247579
279,1638312101,154606
280,20761984133,15974
281,794326168,287683
282,350107810,335824
283,8545963568,38900
284,5105750133,53772
285,1805152041,112965
286,1734537629,134584
287,1607961669,203444
288,1197851155,157010
289,732054555,1000000
290,351583156,366951
291,4168092484,120216
292,2228965882,95658
293,1873599149,155537
294,2044234258,121092
295,4546801150,82804
296,1018675690,130870
297,1057635887,123170
298,2080639232,113990
299,1178330626,177106
300,732054555,1000000
301,689652186,294912
302,3012214944,97656
303,2089671347,161075
304,2433638725,115870
305,517694026,289709
306,4950317482,80798
307,2471833857,159784
308,1380058457,190739
309,976203990,238410
310,79003265,473319
311,6651352831,67194
312,1288185885,200874
313,4156660243,60517
314,732054555,1000000
315,4622264636,37558
316,732054555,1000000
317,1599814295,217780
318,1622593977,82365
319,53274580,496474
320,5070151665,24001
321,3856069844,43365
322,5170047230,98725
323,4416870763,76021
324,2920278403,110303
325,1736996144,59325
326,2103531037,175495
327,3864569974,71056
328,2567524038,160921
329,2584644863,121350
330,55215411,421955
331,5935919532,75637
332,1570969747,86493
333,366133639,201090
334,494530339,282218
335,2102635060,140748
336,1849496854,206424
337,4641952763,29845
338,2154025252,106459
339,1790947392,80690
340,732054555,1000000
341,1863721448,207332
342,1676339973,133032
343,1990605060,178305
344,473585539,285390
345,314609382,323375
346,929611584,229255
347,657866876,283186
348,60073517,433584
349,3406071934,63545
350,707128289,271816
351,40274381,705082
352,6025928329,62364
353,3632527809,126934
354,4939899883,83689
355,101900863,451023
356,4560349986,68519
357,860368840,250404
358,2841158596,127559
359,1463497190,206818
360,515053963,314842
361,1984020526,76775
362,697592345,262866
363,3829894963,122924
364,267566863,378155
365,3760521656,70224
366,1227891890884,8748
367,6029384578,84290
368,1525730945,99490
369,953528554,227060
370,2476217026,130549
371,701463053,295530
372,5333234031,55704
373,45441027,621004
374,8075576749,38275
375,542109872,265317
376,6815991468,36685
377,1336879311,48150
378,6798419379,50738
379,1062795479,223968
380,3592337528,79816
381,3982490222,71969
382,3753127832,63763
383,656833092,308555
384,4206326216,93487
385,392797336,339207
386,1215251306,184079
387,3005591390,119860
388,204283159,387808
389,4153124840,109153
390,763234624,279628
391,2794218139,145294
392,1712219394,149076
393,1024115843,252949
394,3069824225,145030
